uniid;uniunidade;unilotacao;unisigla;unittucodigo;uniunidaderesponsavel;unidenominacao;uniendereco;unimunicipio;unicep;unitelefone;uniemail;unilocal;unilatitude;unilongitude;unihelicoptero;unitexto
284;130000;0720     ;13ªSR/AL       ;4;111;13ª SUPERINTENDÊNCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;R. Comendador Almeida Guimarães,22 Pajuçara;27855;57030160;82-3231-8026 / 82-3327-9909;sup.al@dprf.gov.br;6443;-9.6736080;-35.717775;N;Não há espaço para pousar helicóptero na superintendência  e usado junto com DNIT um espaço livrer para pouso  ou decolagem.
285;130001;0721     ;13ªSR/AL       ;8;284;Seção de Policiamento e Fiscalização;R. COMENDADOR ALMEIDA GUIMARÃES, 22 PAJUÇARA;27855;57030160;82-3231-8026 / 82-3327-9909;SPF.AL@DPRF.GOV.BR;28352;          ;          ;N;Não há espaço para pousar helicóptero
286;130002;0722     ;13ªSR/AL       ;7;284;Núcleo de Operações Especiais;R. COMENDADOR ALMEIDA GUIMARÃES, 22 PAJUÇARA;27855;57030160;82-3231-8026 / 82-3327-9909;SPF.AL@DPRF.GOV.BR;28352;          ;          ;N;Há espaço para pousar helicóptero
362;180100;0939     ;18ªSR/MA       ;1;361;DEL.01 -  Pedrinhas;BR- 135, KM 14 ? Pedrinhas;09210;65099030;(98) 3241-5118;del01.ma@dprf.gov.br;35535;-2.6382970;-44.270567;N;No leito da rodovia em frente ao posto, com o tráfego de veículos desviado para as vias laterais.
287;130100;0739     ;13ªSR/AL       ;1;284;DEL.01 - Maceió;BR-104, Km 097,6 - Tabuleiro do Martin;27855;        ;82-3324-1395;del01.al@dprf.gov.br;62900;-9.5658580;-35.777275;N;Há espaço para pousar helicóptero no pátio e no aeroporto que fica próximo
288;130101;0739     ;13ªSR/AL       ;5;287;DEL.01/PST.01 - Maceió;BR-104, Km 097,6 - Tabuleiro do Martins;27855;        ;82-3324-1395;del01p01.al@dprf.gov.br;62900;-9.5658580;-35.777275;N;Há espaço para pousar helicóptero no pátio e no aeroporto que fica próximo
289;130102;0739     ;13ªSR/AL       ;5;287;DEL.01/PST.02 - Novo Lino;BR-101, Km 009;28118;        ;82-3253-1161;del01.p02.al@dprf.gov.br;28525;-8.9410750;-35.661753;N;Há espaço para pousar helicóptero
756;210302;1063     ;21ªSR/RO       ;5;80;DEL.03/PST.02- Jaru/ RO 02;BR-364, Km 208;00159;76970000;(69) 3451-2333;del03p02.ro@dprf.gov.br;13586;          ;          ;N;
290;130103;0739     ;13ªSR/AL       ;5;287;DEL.01/PST.03 - União dos Palmares;BR-104, Km 036 União dos Palmares;28851;        ;82-3281-1888;del01.p03.al@dprf.gov.br;28528;-9.1724140;-36.021839;N;Não há espaço para pousar helicóptero
291;130200;0741     ;13ªSR/AL       ;1;284;DEL.02 - Atalaia;BR-316, Km 247;27073;57690000;82-9989-8193;del02.al@dprf.gov.br;28537;S 9G 33M 1;W 35G 58M ;N;Há espaço para pousar helicóptero há 3 km próximo a delegacia
292;130201;0741     ;13ªSR/AL       ;5;291;DEL.02/PST.01 - Posto de Atalaia;BR-316, Km 247;27073;        ;82-9989-8193;del02.p01.al@dprf.gov.br;28537;-9.5534190;-35.977642;N;Há espaço para pousar helicóptero há 3 km próximo a delegacia
293;130202;0741     ;13ªSR/AL       ;5;291;DEL.02/PST.02 - Posto São Sebastião;BR-101, Km 206;28754;        ;82-9985-4020;del02.p02.al@dprf.gov.br;28622;-9.9639110;-36.543769;N;Não há espaço para pousar helicóptero
294;130203;0741     ;13ªSR/AL       ;5;291;DEL.02/PST.03 -;BR-101, Km 138;28711;        ;82-3271-5066;del02.p03.al@dprf.gov.br;65265;S 9G 48M 2;W 36G 6M 5;N;Circunscrição: Trecho do 0 ao 3 da BR-316 corresponde ao PNV 2004 316BAL9030
295;130300;0743     ;13ªSR/AL       ;1;284;DEL.03 - Palmeira dos Índios;BR-316, Km 152,2;28258;        ;82-3420 1123;del03.al@dprf.gov.br;73360;-9.4294940;-36.643167;N;Memorando nº 080/GAB/13ª SRPRF/AL  > BR 424 do km 91,1 ao 107,4
296;130301;0743     ;13ªSR/AL       ;5;295;DEL.03/PST.01 - Posto de Palmeira dos Índios;BR-316, Km 152,2;28258;        ;82 3421 2678;del03.p01.al@dprf.gov.br;73360;-9.4294610;-36.643233;N;Não há espaço para pousar helicóptero
297;130302;0743     ;13ªSR/AL       ;5;295;DEL.03/PST.02 - Posto Carié;Ent. BR-316, Km 51 / BR-423 Km 26;27316;        ;82-3646-6010/6011;del03.p02.al@dprf.gov.br;28632;-9.1941140;-37.514239;N;Há espaço para pousar helicóptero
298;120011;0681     ;12ªSR/ES       ;9;311;CIOP - Central de Informacoes Operacionais;Av. Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;191 - 27-3212-6925;central.es@dprf.gov.br;18025;          ;          ;N;(null)
299;120010;0681     ;12ªSR/ES       ;7;311;NOE - Nucleo de Operacoes Especiais;Av. Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6947;noe.es@dprf.gov.br;18025;          ;          ;N;(null)
300;120001;0680     ;12ªSR/ES       ;8;201;SPF - Secao de Policiamento e Fiscalizacao;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6928 / 3212-6905;spf.es@dprf.gov.br;18025;          ;          ;N;(null)
301;120012;0681     ;12ªSR/ES       ;7;311;NMP - Nucleo de Multas e Penalidades;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6923 / 3212-6940 / 3212-6916;nmp.es@dprf.gov.br;18025;          ;          ;N;(null)
302;120013;0685     ;12ªSR/ES       ;7;311;NUREG - Nucleo de Registro e Med. Rodoviaria;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27  3212-6930 / 3212-6935;nuram.es@dprf.gov.br;18025;          ;          ;N;(null)
303;120002;0680     ;12ªSR/ES       ;8;201;SAF - Secao Administrativa e Financeira;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6906 / 3212-6912;saf.es@dprf.gov.br;18025;          ;          ;N;(null)
304;120020;0686     ;12ªSR/ES       ;7;311;NUTEL - Nucleo de Informatica Telecomunicacoes;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6908;nutel.es@dprf.gov.br;18025;          ;          ;N;(null)
305;120021;0686     ;12ªSR/ES       ;7;311;NUOF - Nucleo de Orcamento e Financas;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6913;nuof.es@dprf.gov.br;18025;          ;          ;N;(null)
306;120022;0686     ;12ªSR/ES       ;7;311;NUPAT - Nucleo de Patrimonio e Material;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6914;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;18025;          ;          ;N;(null)
678;096500;0524     ;NUTEL RS       ;7;0;Núcleo de Telemática - NUTEL;Av. AJ Renner, 2701 Humaitá;88013;90250000;51 3375-9710;nutel.rs@dprf.gov.br;6443;          ;          ;N;Não há espaço para pousar helicóptero
308;120024;0686     ;12ªSR/ES       ;7;311;NUSEG - Nucleo de Servicos Gerais;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6936;nuseg.es@dprf.gov.br;18025;          ;          ;N;(null)
309;120003;0680     ;12ªSR/ES       ;8;0;SCD - Secao de Correicao e Disciplina;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6945;scd.es@dprf.gov.br;18025;          ;          ;N;(null)
310;120030;0691     ;12ªSR/ES       ;7;311;NUAI - Nucleo de Assuntos Internos;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6934;nuai.es@dprf.gov.br;18025;          ;          ;N;(null)
311;120004;0680     ;12ªSR/ES       ;8;0;SRH - Secao de Recursos Humanos;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27-3235-6937;srh.es@dprf.gov.br;18025;          ;          ;N;(null)
312;120040;0693     ;12ªSR/ES       ;7;311;NUAP - Nucleo de Administracao de Pessoal;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6937;nuap.es@dprf.gov.br;18025;          ;          ;N;(null)
313;120041;0693     ;12ªSR/ES       ;7;311;NUCAP - Nucleo de Leg. Capacitacao de Pessoal;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6938;nucap.es@dprf.gov.br;18025;          ;          ;N;(null)
314;120005;0680     ;12ªSR/ES       ;7;0;NUAT - Nucleo de Apoio Tecnico Juridico;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6929;nuat.es@dprf.gov.br;18025;          ;          ;N;(null)
315;120006;0680     ;12ªSR/ES       ;7;0;NUCOM - Nucleo de Comunicacao Social;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6907;nucom.es@dprf.gov.br;18025;          ;          ;N;(null)
316;120007;0680     ;12ªSR/ES       ;7;0;NUINT - Nucleo de Inteligencia;Av Marechal Mascarenhas de Morais, 2214 - Bento Ferreira;57053;29052120;27 3212-6933;nuint.es@dprf.gov.br;18025;          ;          ;N;(null)
317;070000;0420     ;7ªSR/PR        ;4;111;7ª SUPERINTENDÊNCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;Av Victor Ferreira do Amaral, 1500;75353;82800000;41 3361-8500;;6443;-25.462500;-49.228061;N;(null)
679;095000;0521     ;SPF RS         ;8;0;Seção de Policiamento e Fiscalização;Av AJ Rennet, 2701 - Humaitá;88013;90250000;51 3375-9730;spf.rs@dprf.gov.br;6443;          ;          ;S;Não há espaço para pousar helicóptero
318;070100;0439     ;7ªSR/PR        ;1;317;DEL.01 - Delegacia de Colombo;BR 116, km 11,7;75132;99999999;41 36757223;del71.pr@dprf.gov.br;32536;S 25G 31M ;W 49G 8M 2;N;
319;070200;0441     ;7ªSR/PR        ;1;317;DEL.02 - Delegacia de Pato Branco;XXXXXXXX;77518;11111111;(46)3223-4478;;6443;S 23G 3M 4;W 54G 12M ;N;preeencher depois
797;030104;0219     ;3ªSR/MS        ;5;49;DEL.01/PST.04 - Sidrolândia;sidrolandia;91570;        ;;sidrolandia@dprf.gov.br;1088162;          ;          ;N;
320;070500;0447     ;7ªSR/PR        ;1;317;DEL.05 - Delegacia de Foz do Iguaçu;Rua da Republica, 98;75639;99999999;45 3522 3847;del05.pr@dprf.gov.br;6443;-25.512819;-54.557519;N;(null)
321;070400;0445     ;7ªSR/PR        ;1;317;DEL.04 - Delegacia de Cascavel;Rua Everaldo Xavier, 127;74934;99999999;45 3324-7094;del04.pr@dprf.gov.br;6443;-24.975000;-53.438061;N;(null)
322;070001;0420     ;7ªSR/PR        ;8;0;SPF - Seção de Policiamento e Fiscalização;Av Victor Ferreira do Amaral, 1500;75353;99999999;41 3361-8510;;36740;          ;          ;N;(null)
323;070005;0425     ;7ªSR/PR        ;7;322;NUREG - Núcleo de Registro e Medicina Rodoviári;Av Victor Ferreira do Amaral, 1500;75353;99999999;41 3361 8530;nuram.pr@dprf.gov.br;1009753;S 24G 39M ;W 49G 0M 1;N;
324;070002;0421     ;7ªSR/PR        ;9;322;CIOP - Central de Informações Operacionais;BR 476, 130,8;75353;99999999;41 32182901;ciop.pr@dprf.gov.br;36741;          ;          ;N;(null)
325;070003;0421     ;7ªSR/PR        ;7;322;NOE - Núcleo de Operações Especiais;BR 476, km 130,8;75353;99999999;41 3218-2904;noe.pr@dprf.gov.br;32546;          ;          ;N;(null)
326;070004;0421     ;7ªSR/PR        ;7;322;NMP - Núcleo de Multas e Penalidades;Av Victor Ferreira do Amaral, 1500;75353;99999999;41 3361-8525;nmp.pr@dprf.gov.br;36741;          ;          ;N;(null)
327;070111;0439     ;7ªSR/PR        ;7;318;DEL.01 - Núcleo de Policiamento e Fiscalização;Av Victor Ferreira do Amaral, 1500;75353;82800000;(41)3361-8500 /5041-8000;suppr@dprf.gov.br;32536;S 25G 31M ;W 49G 8M 2;N;
328;070204;0441     ;7ªSR/PR        ;5;319;DEL.02/UOP.04 - Unidade Operacional Planalto;Rua Cruz Machado, 350;78859;99999999;(46)3555-1433;del02p04.pr@dprf.gov.br;32537;S 26G 12M ;W 52G 40M ;N;
329;070300;0443     ;7ªSR/PR        ;1;317;DEL.03 - Delegacia de Ponta Grossa;Rua Dr Penteado de Almeida, 780;77771;99999999;42 3225-2316;del03.pr@dprf.gov.br;14067;-25.087000;-50.166431;N;(null)
330;070310;0443     ;7ªSR/PR        ;7;322;DEL.03 - Núcleo de Policiamento e Fiscalização;Rua Dr Penteado de Almeida, 780;77771;99999999;42 3225-2316;del03.pr@dprf.gov.br;14067;          ;          ;N;(null)
331;070406;0445     ;7ªSR/PR        ;5;321;DEL.04/UOP.06 - Unidade Operacional Lindoeste;Rua Insp Everaldo Loures Xavier, 127;74934;99999999;45 3324-7094;;32539;          ;          ;N;
332;070510;0447     ;7ªSR/PR        ;7;320;DEL.05 - Núcleo de Policiamento e Fiscalização;Rua da Republica, 98;75639;99999999;45 3218-2900;;36682;          ;          ;N;(null)
333;070101;0439     ;7ªSR/PR        ;5;318;DEL.01/UOP.01 - Unidade Operacional Fari;BR 116, km 11,7;75132;99999999;5040-8110;;32536;S 25G 31M ;W 49G 8M 2;N;
334;070102;0439     ;7ªSR/PR        ;5;318;DEL.01/UOP.02 - Unidade Operacional Taquari - Bolinelli;BR 116, km 56;74772;99999999;41 3676-1649;del01p2.pr@dprf.gov.br;32581;S 25G 16M ;W 48G 55M ;N;
335;070103;0439     ;7ªSR/PR        ;5;318;DEL.01/UOP.03 - Unidade Operacional Mandirituba;BR-116, Km 137,5;76791;99999999;41 3626-1533;del01p03.pr@dprf.gov.br;32582;S 25G 44M ;W 49G 19M ;N;
336;070106;0441     ;7ªSR/PR        ;5;318;DEL.01/UOP.06 - Unidade Operacional Wanser;BR-158, km 520;77518;85501300;(46)3223-4478/5041-0210;del02.pr@dprf.gov.br;32537;S 26G 12M ;W 52G 40M ;N;
337;070107;0441     ;7ªSR/PR        ;5;318;DEL.01/UOP.07 - Unidade Operacional Alexandra;BR-277, km 012;77453;83250000;(41)3468-1541/1487/5041-0220;del02p02.pr@dprf.gov.br;859932;S 26G 18M ;W 51G 13M ;N;
743;130003;0725     ;13ªSR/AL       ;7;284;13ª SRPRF/AL ? NÚCLEO DE REGISTRO DE ACIDENTES E MEDICINA;R. COMENDADOR ALMEIDA GUIMARÃES,22 PAJUÇARA;27855;57030160;(82) 3231-8026 / 3327-9909;nuram.al@dprf.gov.br;14537;          ;          ;N;
338;070108;0441     ;7ªSR/PR        ;5;318;DEL.01/UOP.08 - Unidade Operacional Contenda;BR-277 km 507;78859;85400000;(41)  3634-1491;del02p03.pr@dprf.gov.br;32585;S 25G 53M ;W 50G 22M ;N;
339;070109;0441     ;7ªSR/PR        ;5;318;DEL.01/UOP.09 - Unidade Operacional Alto da Serra;BR-376, km 666;75876;99999999;(41)3443-2029;del01p09.pr@dprf.gov.br;32586;S 25G 51M ;W 48G 57M ;N;
340;070301;0443     ;7ªSR/PR        ;5;329;DEL.03/UOP.01 - Unidade Operacional Caetano;BR-373, Km 184,1;77771;99999999;42 3239-7662;del03p01.pr@dprf.gov.br;32592;S 25G 2M 3;W 50G 17M ;N;
341;070302;0443     ;7ªSR/PR        ;5;329;DEL.03/UOP.02 - Unidade Operacional Guará;BR-277, Km 318,9;75833;99999999;42 3228-9402;del03p02.pr@dprf.gov.br;125444;S 25G 22M ;W 51G 15M ;N;
342;070401;0445     ;7ªSR/PR        ;5;321;DEL.04/UOP.01 - Unidade Operacional  Cascavel;BR-277, Km 580;74934;99999999;45 32256345;del04p01@dprf.gov.br;32595;S 24G 59M ;W 53G 22M ;N;
343;070402;0445     ;7ªSR/PR        ;5;321;DEL.04/UOP.02 - Unidade Operacional Catanduvas;BR-277, Km 507;75817;99999999;45 32321578;del04p02.pr@dprf.gov.br;32597;S 25G 7M 2;W 52G 44M ;N;
344;070403;0445     ;7ªSR/PR        ;5;321;DEL.04/UOP.03 - Unidade Operacional Laranjeiras do Sul;BR-277, Km 452;76597;99999999;45 3635-3831;del04p03.pr@dprf.gov.br;40806;S 25G 22M ;W 52G 23M ;N;
345;070504;0447     ;7ªSR/PR        ;5;320;DEL.05/UOP.04 - Unidade Operacional Ponte Tancredo Neves;BR 277, km 644;79570;99999999;45 3266-1402;del05p02.pr@dprf.gov.br;32600;S 25G 10M ;W 53G 52M ;N;
346;070501;0447     ;7ªSR/PR        ;5;320;DEL.05/UOP.01 - Unidade Operacional Santa Terezinha do Itaipú;BR-277, Km 714;84670;99999999;45 541-1478;del05p01.pr@dprf.gov.br;32603;S 25G 27M ;W 54G 26M ;N;
347;070503;0447     ;7ªSR/PR        ;5;320;DEL.05/UOP.03 - Unidade Operacional Ponte Internacional da Amizade;BR 277, km 730;75639;99999999;45 573-5994;del05p03@dprf.gov.br;39219;S 25G 30M ;W 54G 35M ;N;
348;010700;0131     ;1ªSR/GO        ;1;116;DEL.07 - Delegacia de Porangatu;Av. Adelino Américo de Azevedo, 261;95559;76550000;(62)3367-1549;del07.go@dprf.gov.br;21571;S 13G 26M ;W 49G 8M 3;N;Possível pouso em frente a unidade, no trevo da rodovia.
349;070013;0426     ;7ªSR/PR        ;7;322;NUTEL - Núcleo de Informática e Telecomunicaçõe;Av Victor Ferreira do Amaral, 1500;75353;99999999;41 3361-8500;nutel.pr@dprf.gov.br;36742;          ;          ;N;(null)
350;010301;0123     ;1ª SR/PRFGO    ;5;119;DEL.03/PST.01 - Posto Morrinhos;BR-153, Km 609;94730;75650000;(64)3413-4166;del03p01.go@dprf.gov.br;33938;S 17G 37M ;W 49G 10M ;N;Para o pouso de helicópteros o posto faz uso das pistas e pátio
351;010302;0123     ;1ª SRPRF/GO    ;5;119;DEL.03/PST.02 - Posto Itumbiara;BR-153, Km 702;94250;75500000;(64)8403-8503/5062-0320;del03p02.go@dprf.gov.br;62126;S 18G 17M ;W 49G 14M ;N;Há espaço para pousar helicóptero
352;010401;0125     ;1ªSR/GO        ;5;120;DEL.04/PST.01 - Posto Rio Verde;BR-060, Km 390;95710;75900000;(64)3622-2007;del04p01.go@dprf.gov.br;33939;S 17G 49M ;W 50G 57M ;N;O posto possui espaço para pouso de helicóptero
353;010402;0125     ;1ªSR/GO        ;5;120;DEL.04/PST.02 - Posto de Jussara;BR-070, Km 282;94390;76270000;(64)8403-8509;del04p02go@dprf.gov.br;34087;S 15G 53M ;W 51G 3M 3;N;Não há espaço destinado pra pouso de Helicóptero
354;010501;0127     ;1ªSR/GO        ;5;121;DEL.05/PST.01 - Posto de Jataí;BR-364, Km 192;94331;75801615;(64)3631-4148;del05p01.go@dprf.gov.br;33940;S 17G 55M ;W 51G 41M ;N;Há espaço para pousar helicóptero
355;010502;0127     ;1ªSR/GO        ;5;121;DEL.05/PST.02 - Posto de São Simão;BR-364, Km 012;96059;75890000;(64)8403-8514/3458-1100(Orelhão)/5062-0520;del05p02.go@dprf.gov.br;954172;          ;          ;N;Há espaço para pousar helicóptero
356;010503;0127     ;1ªSR/GO        ;5;121;DEL.05/PST.03 - Posto de Santa Rita;BR-364, Km 382;95834;75840000;(64)3635-1048;del05p03.go@dprf.gov.br;33917;S 17G 20M ;W 53G 10M ;N;Há espaço para pousar helicóptero
357;010701;0131     ;1ªSR/GO        ;5;348;DEL.07/PST.01 - Posto de Porangatu;BR-153, Km 067,3;95559;76550000;(62)3367-1556;del07p01.go@dprf.gov.br;21571;S 13G 26M ;W 49G 8M 3;N;Na área do posto.
358;010702;0131     ;1ªSR/GO        ;5;348;DEL.07/PST.02 - Posto de Uruaçu;BR-153, Km 192,2;96334;76400000;(62)3906-1180/3357-5197;del07p02.go@dprf.gov.br;308909;S 14G 28M ;W 49G 9M 2;N;Há espaço para pousar helicóptero
359;070502;0447     ;7ªSR/PR        ;5;320;DEL.05/UOP.02 - Unidade Operacional Céu Azul;BR 469 km 1;75639;99999999;35221276;del05p02.pr@dprf.gov.br;32718;S 25G 34M ;W 54G 33M ;N;
360;110002;0631     ;11ªSR/PE       ;8;170;Seção de Policiamento e Fiscalização;AVENIDA ANTONIO DE GOES, 820 - PINA;25313;51010000;81 3303 6600;central.pe@dprf.gov.br;16528;          ;          ;N;Há espaço para pousar helicóptero
361;180000;0920     ;18ªSR/MA       ;4;111;18ª SUPERINTENDÊNCIA REGIONAL DE POLÍCIA RODOVIÁRIA FEDERAL;BR-135, KM 01 nº 3737, Tirirical;09210;65095600;(98) 3244-5396/5390/5372;sup.ma@dprf.gov.br;35549;-2.5844080;-44.243547;N;Tem uma área dentro da sede que permite pouso
363;180200;0941     ;18ªSR/MA       ;1;361;DEL.02 - Santa Inês;BR- 316, KM 260;09571;65300000;(98) 3653-2698;;36451;-3.6798190;-45.395186;N; 
364;180300;0943     ;18ªSR/MA       ;1;361;DEL.03 - Caxias;Av. General Sampaio nº 1443  B. Morro do Alecrim;07579;        ;(99) 3521-2929;del03.ma@dprf.gov.br;6443;-4.8625440;-43.360569;N;
365;180400;0947     ;18ªSR/MA       ;1;361;DEL.04 - Imperatriz;Av. Raul Mariano Alves nº 23 Super Quadra 602;08036;65913290;(99) 3523-1677;del04.ma@dprf.gov.br;35556;-5.5318060;-47.469861;N;
366;180500;0945     ;18ªSR/MA       ;1;361;DEL.05 - Balsas;BR- 230, KM 404;07277;65800000;(99) 3541-4249;del05.ma@dprf.gov.br;6443;-7.3114890;-46.311489;N;Ao Lado da delegacia existe um campo aberto e plano que permite pouso
367;180501;0945     ;18ªSR/MA       ;5;366;DEL.05/PST.01 - Posto Barão de Grajaú;BR- 230, KM 02 / Nº 1366  Centro;07293;65660000;(89) 3523-1880;del05.ma@dprf.gov.br;127140;-6.7528610;-43.029000;N;
368;041800;0303     ;4ªSR/MG        ;1;112;DEL.18 - Delegacia de Frutal;BR-153, Km 195;45411;38200000;034-3421-9566;del18.mg@dprf.gov.br;14829;S 19G 55M ;W 48G 57M ;S;Há espaço para pousar helicóptero
369;041801;0303     ;4ªSR/MG        ;5;368;DEL.18/PST.01 - Posto de Frutal;BR-153, Km 195;45411;38200000;034-3421-9566;del18p01.mg@dprf.gov.br;14829;-19.920556;-48.960833;S;Há espaço para pousar helicóptero
370;041803;0303     ;4ªSR/MG        ;5;368;DEL.18/PST.03 - Posto de Ituiutaba;BR-364;46833;38140970;;del18p03.mg@dprf.gov.br;1081269;S 19G 18M ;W 48G 54M ;S;Pátio de estacionamento ao lado da Delegacia posto PRF.
371;041802;0303     ;4ªSR/MG        ;5;368;DEL.18/PST.02 - Posto Monte Alegre de Minas;BR-153, Km 056;48550;38420970;034-3258-9000;del18p02.mg@dprf.gov.br;35776;S 18G 52M ;W 49G 4M 2;N;Pátio de estacionamento à esquerda do posto PRF.
372;041900;0271     ;4ªSR/MG        ;1;112;DEL.02 - Delegacia de Betim;BR-381, Km 488,8 B.Citrolândia;41335;32536000;(31) 3530-6675;;48723;S 19G 59M ;W 44G 12M ;N;De acordo com a Portaria nº 092, 06 de Outubro de 2009, o posto é inexistente
373;040200;0271     ;4ªSR/MG        ;1;112;DEL.02 - Delegacia de Sete Lagoas;BR-040, Km 470;53430;35700131;(31)   3773-2633;del02.mg@dprf.gov.br;14273;-19.475833;-44.290278;N;
374;040300;0273     ;4ªSR/MG        ;1;112;DEL.03 - Delegacia de João Monlevade;Pç. Eyer Nogueira Nº 04   B. das Graças;47236;35930000;(31)   3773-2633;del03.mg@dprf.gov.br;6443;S 23G 3M 4;W 54G 12M ;N;Existe a possibilidade de pouso mas o local não está demarcado.
375;040400;0275     ;4ªSR/MG        ;1;112;DEL.04 - Delegacia de Oliveira;Alameda N. Srª de Fátima Nº 2100     Bairro:Cabrais;49115;37260000;(35)  3864-1427;del04.mg@dprf.gov.br;6443;S 23G 3M 4;W 54G 12M ;N;Não existe local para pouso de Helicóptero
376;040500;0277     ;4ªSR/MG        ;1;112;DEL.05 - Delegacia de Juiz de Fora;BR-040, Km 765;47333;36020760;(32)  3222-1827 / Fax: (32)  3257-0933;del05.mg@dprf.gov.br;36017;S 21G 35M ;W 45G 27M ;N;Não existe local para pouso de Helicóptero
377;040600;0279     ;4ªSR/MG        ;1;112;DEL.06 - Delegacia de Governador Valadares;BR-116, Km 419;45535;35300000;(33)  3221-2965 e 3221-6765;del06.mg@dprf.gov.br;21705;S 18G 55M ;W 41G 56M ;N;Não existe local para pouso de Helicóptero
378;040700;0281     ;4ªSR/MG        ;1;112;DEL.07 - Delegacia de Leopoldina;Av. Getúlio Vargas Nº 678   Centro;47678;36700000;(32)  3441-2188;del07.mg@dprf.gov.br;6443;S 23G 3M 4;W 54G 12M ;N;Não existe local para pouso de Helicóptero
379;040800;0283     ;4ªSR/MG        ;1;112;DEL.08 - Delegacia de Araxá;BR-262, Km 682;40797;38180000;(34)3662-7548/3661-7400 Orelhão externo/5031 ? 0800;del08.mg@dprf.gov.br;856474;S 19G 33M ;W 46G 52M ;N;Existe a possibilidade de pouso mas o local não está demarcado.
380;040900;0285     ;4ªSR/MG        ;1;112;DEL.09 - Delegacia de Caxambu;BR-267, Km 306;43095;37440000;(35) 3364-7181;del09.mg@dprf.gov.br;17305;S 21G 57M ;W 44G 58M ;N;Existe a possibilidade de pouso de helicóptero.
381;041000;0287     ;4ªSR/MG        ;1;112;DEL.10 - Delegacia de Pouso Alegre;BR-381, Km 794;50490;37555000;(35)3429-8191;del10.mg@dprf.gov.br;17552;S 22G 23M ;W 45G 57M ;N;Existe a possibilidade de pouso mas o local não está demarcado.
382;041700;0301     ;4ªSR/MG        ;1;112;DEL.17 - Delegacia de Uberlândia;BR-365, Km 634;54038;38400000;(34) 3217- 2132;del17.mg@dprf.gov.br;16457;S 18G 53M ;W 48G 22M ;N;Não existe local para pouso de Helicóptero
383;041600;0299     ;4ªSR/MG        ;1;112;DEL.16 - Delegacia de Paracatu;BR-040, Km 47;49395;38600000;(38)  3504 5757;del16.mg@dprf.gov.br;36035;S 17G 14M ;W 46G 49M ;N;Não existe local para pouso de Helicóptero, o aeroporto fica 5 km.
384;004720;0041     ;NUMOT          ;7;0;Núcleo de Motociclismo;GARAJÃO - ASA NORTE;97012;70610650;61 - 3343-1234;;6443;          ;          ;N;Há espaço para pousar helicóptero
385;041500;0297     ;4ªSR/MG        ;1;112;DEL.15 - Delegacia de Uberaba;BR-050, Km 195;06025;38100000;(34) 3336-8100 e 3336-8200;del15.mg@dprf.gov.br;16811;S 19G 53M ;W 47G 50M ;N;Existe a possibilidade de pouso mas o local não está demarcado.
404;060400;0395     ;6ªSR/SP        ;1;400;DEL.04 - Delegacia de Itapecerica da Serra;BR-116, Km 287- Bairro Botubera;65455;6888700 ;11 4666-4103 / Fax: 11 4666-2494;del04sp.sp@dprf.gov.br;32467;-23.699306;-46.866361;N;OK 
405;060500;0397     ;6ªSR/SP        ;1;400;DEL.05 - Delegacia de Registro;BR-116, Km 446;69531;11900000;13 3821-7733/7763/7752  /  Fax: 13 3821-7222;del05sp.sp@dprf.gov.br;11708;-24.504889;-47.847444;N;OK 
406;060600;0399     ;6ªSR/SP        ;1;400;DEL.06 - Delegacia de Taubaté;Av. Dom Pedro I, 4981 Jardim Paulista;71838;12090000;12 3621-5011;del06sp.sp@dprf.gov.br;6443;-23.045472;-45.577500;N;OK 
